500003.1445 4538759.141
500033.1445 4538759.141
500063.1445 4538759.141
500093.1445 4538759.141
500123.1445 4538759.141
500153.1445 4538759.141
500183.1445 4538759.141
500213.1445 4538759.141
500243.1445 4538759.141
500273.1445 4538759.141
500303.1445 4538759.141
500333.1445 4538759.141
500363.1445 4538759.141
500393.1445 4538759.141
500423.1445 4538759.141
500453.1445 4538759.141
500483.1445 4538759.141
500513.1445 4538759.141
500543.1445 4538759.141
500003.1445 4538729.141
500033.1445 4538729.141
500063.1445 4538729.141
500093.1445 4538729.141
500123.1445 4538729.141
500153.1445 4538729.141
500183.1445 4538729.141
500213.1445 4538729.141
500243.1445 4538729.141
500273.1445 4538729.141
500303.1445 4538729.141
500333.1445 4538729.141
500363.1445 4538729.141
500393.1445 4538729.141
500423.1445 4538729.141
500453.1445 4538729.141
500483.1445 4538729.141
500513.1445 4538729.141
500543.1445 4538729.141
500003.1445 4538699.141
500033.1445 4538699.141
500063.1445 4538699.141
500093.1445 4538699.141
500123.1445 4538699.141
500153.1445 4538699.141
500183.1445 4538699.141
500213.1445 4538699.141
500243.1445 4538699.141
500273.1445 4538699.141
500303.1445 4538699.141
500333.1445 4538699.141
500363.1445 4538699.141
500393.1445 4538699.141
500423.1445 4538699.141
500453.1445 4538699.141
500483.1445 4538699.141
500513.1445 4538699.141
500543.1445 4538699.141
500003.1445 4538669.141
500033.1445 4538669.141
500063.1445 4538669.141
500093.1445 4538669.141
500123.1445 4538669.141
500153.1445 4538669.141
500183.1445 4538669.141
500213.1445 4538669.141
500243.1445 4538669.141
500273.1445 4538669.141
500303.1445 4538669.141
500333.1445 4538669.141
500363.1445 4538669.141
500393.1445 4538669.141
500423.1445 4538669.141
500453.1445 4538669.141
500483.1445 4538669.141
500513.1445 4538669.141
500543.1445 4538669.141
500003.1445 4538639.141
500033.1445 4538639.141
500063.1445 4538639.141
500093.1445 4538639.141
500123.1445 4538639.141
500153.1445 4538639.141
500183.1445 4538639.141
500213.1445 4538639.141
500243.1445 4538639.141
500273.1445 4538639.141
500303.1445 4538639.141
500333.1445 4538639.141
500363.1445 4538639.141
500393.1445 4538639.141
500423.1445 4538639.141
500453.1445 4538639.141
500483.1445 4538639.141
500513.1445 4538639.141
500543.1445 4538639.141
500003.1445 4538609.141
500033.1445 4538609.141
500063.1445 4538609.141
500093.1445 4538609.141
500123.1445 4538609.141
500153.1445 4538609.141
500183.1445 4538609.141
500213.1445 4538609.141
500243.1445 4538609.141
500273.1445 4538609.141
