area:
497537.5211168,2747052.3628188,1968.6496061
497547.6374501,2747045.9083785,1968.4822254
497556.0677278,2747040.5296782,1968.3527560
497564.4980056,2747035.1509779,1968.2323903
497572.9282833,2747029.7722776,1968.1211279
497581.3585611,2747024.3935772,1968.0189687
497593.1609499,2747016.8633968,1967.8912385
497601.5912277,2747011.4846965,1967.8109258
497610.0215054,2747006.1059962,1967.7397154
497615.9226999,2747002.3409060,1967.6952839
497624.3529776,2746996.9622057,1967.6395471
497636.1553665,2746989.4320253,1967.5768067
497644.5856442,2746984.0533250,1967.5429143
497653.0159220,2746978.6746246,1967.5181236
497661.4461997,2746973.2959243,1967.5024344
497669.8764775,2746967.9172240,1967.4958469
497679.1497830,2746962.0006537,1967.4991129
497691.7951997,2746953.9326032,1967.5213146
497702.3438056,2746948.1556831,1966.1959884
497692.1443476,2746954.4798385,1967.1937764
497679.5455461,2746962.6209509,1966.5938002
497670.2967420,2746968.5759234,1966.2868497
497661.8865816,2746973.9861546,1966.0440914
497653.4611270,2746979.3724144,1966.0000000
497645.0328494,2746984.7542496,1966.0000000
497636.5984884,2746990.1265500,1966.0845022
497624.7631708,2746997.6051197,1966.5553804
497616.3334047,2747002.9846221,1966.6047749
497610.4273016,2747006.7420187,1966.7100475
497601.9881367,2747012.1067898,1966.8914102
497593.5467064,2747017.4680103,1967.1099533
497581.7292320,2747024.9745464,1967.4246624
497573.2887087,2747030.3371884,1967.6538109
497564.8491255,2747035.7013038,1967.8804108
497556.4189104,2747041.0801023,1968.0000000
497547.9804659,2747046.4460025,1968.2306925
497537.5211168,2747052.3628188,1968.6496061
area:
498915.0450716,2745758.2303203,1965.7512812
498920.7624774,2745747.5747009,1965.6635084
498925.0198466,2745739.5665941,1965.6055544
498927.8434552,2745734.2200983,1965.5706686
498933.4554812,2745723.5086037,1965.5098973
498934.8511464,2745720.8268940,1965.4965796
498936.2438717,2745718.1436563,1965.4840119
498940.4043915,2745710.0848076,1965.4508088
498944.5383923,2745702.0123231,1965.4243559
498948.6458294,2745693.9262901,1965.4046530
498953.1784395,2745684.9260252,1965.3906777
498957.6781395,2745675.9092618,1965.3850356
498962.1448696,2745666.8761203,1965.3877270
498966.5785699,2745657.8267213,1965.3987516
498970.9791814,2745648.7611854,1965.4181096
498975.3466454,2745639.6796337,1965.4458010
498979.6809035,2745630.5821874,1965.4818259
498983.9818980,2745621.4689680,1965.5261843
498988.2495713,2745612.3400969,1965.5788764
498992.4838666,2745603.1956961,1965.6399022
498996.6844494,2745594.0368154,1965.7092618
499000.8514631,2745584.8653687,1965.7869555
499004.9859642,2745575.6819938,1965.8729833
499009.0890214,2745566.4872974,1965.9673455
499013.1617068,2745557.2818743,1966.0700422
499017.2050975,2745548.0663090,1966.1810737
499021.2202749,2745538.8411755,1966.3004402
499025.2083236,2745529.6070376,1966.4281420
499027.5885837,2745524.0624638,1966.5087640
499031.1419124,2745515.7401575,1966.6353237
499035.0669082,2745506.4859130,1966.7838648
499039.3575274,2745496.2980582,1966.9568883
499041.6865022,2745490.7376724,1967.0555164
499044.0077598,2745485.1750475,1967.1571458
499047.4756970,2745476.8271531,1967.3152173
499049.2809096,2745474.3135540,1966.6595614
499048.2857771,2745477.1628001,1965.4694640
499045.0025815,2745485.5894254,1963.9726584
499042.7894768,2745491.1987871,1963.0856300
499040.5614249,2745496.8032699,1962.2528460
499036.2805270,2745506.9988903,1962.0000000
499032.3907372,2745516.2716566,1961.5871693
499028.9033396,2745524.6256391,1960.9734506
499026.5727487,2745530.1940818,1960.5257815
499022.6375612,2745539.4556220,1960.0021228
499018.6044869,2745548.6778072,1960.0000000
499014.5440082,2745557.8908670,1960.0000000
499010.4553326,2745567.0943585,1960.0000000
499006.3373792,2745576.2877024,1960.0000000
499002.1890720,2745585.4703096,1960.0000000
498998.0093378,2745594.6415803,1960.0000000
498993.7971156,2745603.8008826,1960.0000000
498989.5523011,2745612.9462154,1960.0000000
498985.2752509,2745622.0764812,1960.0000000
498980.9660164,2745631.1915707,1960.0000000
498976.6246494,2745640.2913746,1960.0000000
498972.2512021,2745649.3757839,1960.0000000
498967.8457269,2745658.4446898,1960.0000000
498963.4082768,2745667.4979836,1960.0000000
498958.9389050,2745676.5355569,1960.0000000
498954.4376651,2745685.5573012,1960.0000000
498949.8557885,2745694.5384090,1960.3647650
498945.6660565,2745702.5874733,1960.9852293
498941.4551378,2745710.6250876,1961.5740631
498937.2221611,2745718.6507538,1962.1379683
498935.7629510,2745721.3007975,1962.6458794
498934.2967819,2745723.9470351,1963.1853107
498928.5731316,2745734.6044352,1964.0726189
498925.6709861,2745739.9113892,1964.6935902
498921.3359850,2745747.8808065,1965.3296030
498915.0450716,2745758.2303203,1965.7512812
area:
499259.1686644,2744942.6845932,1981.8548324
499260.2692722,2744939.8937757,1981.9328322
499261.3698799,2744937.1029581,1982.0108320
499262.4704877,2744934.3121406,1982.0888317
499264.6191978,2744931.9346606,1978.6557539
499263.5814493,2744934.7502678,1978.1272820
499262.2775572,2744937.4609166,1979.5060908
499260.9675279,2744940.1691450,1980.9288813
499259.1686644,2744942.6845932,1981.8548324
area:
499269.4410035,2744916.6369628,1982.5828303
499271.6422190,2744911.0553277,1982.7388299
499272.7428268,2744908.2645102,1982.8168296
499273.8434345,2744905.4736926,1982.8948294
499274.9429715,2744902.6857027,1982.9728292
499278.6052729,2744893.4365401,1983.2323920
499283.7708379,2744880.5029642,1983.5910121
499285.9983320,2744874.9654839,1983.7428296
499287.1151548,2744872.1979828,1983.8183161
499288.2340273,2744869.4313097,1983.8935211
499293.8591136,2744855.6104180,1984.2653232
499297.6375925,2744846.4081053,1984.5092815
499301.4387816,2744837.2151503,1984.7501120
499305.2626577,2744828.0316090,1984.9878148
499307.5678635,2744822.5260260,1985.1289353
499313.3665401,2744808.7770626,1985.4768105
499314.5323838,2744806.0298524,1985.5455411
499315.7002622,2744803.2835065,1985.6139902
499318.0421204,2744797.7934138,1985.7500441
499321.9632834,2744788.6509885,1985.9742987
499325.1164596,2744781.3440366,1986.1514507
499329.0782168,2744772.2191289,1986.3700762
499333.0624926,2744763.1040311,1986.5855744
499337.0692625,2744753.9987988,1986.7979455
499340.6945679,2744745.8125707,1986.9864058
499344.7440095,2744736.7262357,1987.1928355
499347.9997086,2744729.4643840,1987.3557278
499352.9101371,2744718.5837001,1987.5963140
499357.8527830,2744707.7176132,1987.8323975
499362.8276030,2744696.8662190,1988.0639785
499366.9978322,2744687.8346826,1988.2535233
499372.8735902,2744675.2078890,1988.5136332
499375.2431787,2744671.9239589,1987.5598320
499373.6304140,2744675.5616624,1986.9441217
499367.5767609,2744688.1028653,1988.0000000
499363.3882349,2744697.1242464,1987.9495795
499358.4767234,2744708.0025407,1987.2596024
499353.5736683,2744718.8843342,1986.7399116
499348.7063321,2744729.7820224,1986.1908427
499345.4709851,2744737.0512980,1985.8838954
499341.4328880,2744746.1405205,1985.6005493
499337.8021818,2744754.3224016,1985.4567452
499333.7830349,2744763.4200456,1985.3402740
499329.7835869,2744772.5264147,1985.2407639
499325.8205659,2744781.6487055,1985.0368148
499322.6498242,2744788.9464481,1984.9915080
499318.7631195,2744798.1015952,1984.5226997
499316.4824379,2744803.6164674,1983.9466895
499315.3895347,2744806.3939794,1983.3369593
499314.3218011,2744809.1820328,1982.5597642
499308.5479722,2744822.9372543,1982.0430439
499306.2319012,2744828.4365909,1981.9848208
499302.4266649,2744837.6250584,1981.6197759
499298.6270019,2744846.8157860,1981.3752172
499294.7960710,2744855.9937826,1981.5163062
499289.0453141,2744869.7597526,1982.0585269
499288.0234899,2744872.5649319,1981.2872815
499287.0530580,2744875.3906636,1980.1614937
499284.9358637,2744880.9706025,1979.2218340
499279.8931036,2744893.9483101,1977.9937858
