499237.8987186,2744904.9650068,1988.5642701
499238.1088890,2744904.2805949,1988.5457794
499239.3311564,2744899.8464884,1988.3382222
499239.6835570,2744898.4518698,1988.2527725
499240.3949124,2744895.5075438,1988.0518201
499241.0169926,2744892.5280106,1987.7868898
499241.5041239,2744889.9533031,1987.5261838
499241.5759975,2744889.5213341,1987.4761750
499242.4241488,2744879.5196681,1985.7960244
499242.4559968,2744879.0712100,1985.7163863
499243.3329423,2744869.0655980,1984.0346299
499243.6872666,2744866.2699758,1983.6301202
499244.2136081,2744864.6247969,1983.5910121
499244.6954644,2744863.4249012,1983.6236517
499245.8208471,2744860.6268085,1983.6995805
499246.3043220,2744859.4265571,1983.7320711
499246.4646688,2744859.0287308,1983.7428296
499246.9483021,2744857.8295502,1983.7752278
499247.5933074,2744856.2319499,1983.8183161
499248.7240175,2744853.4360057,1983.8935211
499250.0735233,2744850.1068137,1983.9827313
499250.7214447,2744848.5114018,1984.0253523
499253.8657248,2744840.7964054,1984.2302637
499254.4086165,2744839.4688907,1984.2653232
499254.5175835,2744839.2025981,1984.2723489
499257.6809033,2744831.4953889,1984.4746682
499258.2270712,2744830.1692187,1984.5092815
499258.3366954,2744829.9031960,1984.5162176
499261.5190357,2744822.2038210,1984.7159449
499262.0684764,2744820.8790033,1984.7501120
499262.1787571,2744820.6132521,1984.7569586
499265.3800985,2744812.9217582,1984.9540940
499265.9328087,2744811.5983013,1984.9878148
499266.0437452,2744811.3328232,1984.9945720
499268.2624033,2744806.0344699,1985.1289353
499269.2640682,2744803.6492572,1985.1891154
499269.9316362,2744802.0619657,1985.2290577
499273.1709211,2744794.3863745,1985.4210093
499273.8424063,2744792.8007361,1985.4604158
499274.1224292,2744792.1400442,1985.4768105
499275.3006074,2744789.3637688,1985.5455411
499276.4808418,2744786.5883669,1985.6139902
499277.1006334,2744785.1331666,1985.6497757
499277.7760317,2744783.5491910,1985.6886465
499278.8474765,2744781.0401898,1985.7500441
499281.0531811,2744775.8896899,1985.8754146
499281.7324884,2744774.3073868,1985.9137498
499282.8101250,2744771.8010387,1985.9742987
499284.1173114,2744768.7670033,1986.0473107
499285.0285401,2744766.6560007,1986.0979262
499285.9966614,2744764.4167801,1986.1514507
499289.0266862,2744757.4321554,1986.3173105
499290.0003335,2744755.1953320,1986.3700762
499290.1152558,2744754.9315549,1986.3762873
499293.0475951,2744748.2182101,1986.5335676
499293.7386044,2744746.6409823,1986.5702959
499294.0267624,2744745.9837977,1986.5855744
499297.0912421,2744739.0142211,1986.7466976
499297.7861437,2744737.4387043,1986.7828902
499298.0759235,2744736.7822331,1986.7979455
499301.0405270,2744730.0840950,1986.9507141
499301.1576027,2744729.8202444,1986.9567004
499301.7395841,2744728.5093957,1986.9864058
499304.7190651,2744721.8178620,1987.1371239
499305.2466520,2744720.6363362,1987.1635762
499305.8318684,2744719.3269284,1987.1928355
499308.4159635,2744713.5598241,1987.3210008
499309.1220123,2744711.9882472,1987.3557278
499309.3583652,2744711.4625524,1987.3673250
499310.8907536,2744708.0590383,1987.4421782
499312.1312039,2744705.3100218,1987.5023448
499313.3736902,2744702.5619249,1987.5622300
499313.4927171,2744702.2989488,1987.5679470
499314.1298925,2744701.0130622,1987.6296156
499314.8894380,2744699.9377407,1987.8203735
499319.0132444,2744693.7668695,1988.7643969
499320.7058063,2744690.7541416,1989.0244246
499323.5843651,2744684.8074454,1989.2470820
499325.5778196,2744679.7222328,1989.1435509
499327.2867040,2744675.4492652,1989.0728161
499329.5300163,2744670.4781109,1989.1417173
499331.5913510,2744666.3678713,1989.3207894
499335.8308863,2744657.8924689,1989.6703521
499336.0871706,2744657.3762950,1989.6899066
499337.5934770,2744654.2794699,1989.7867387
499340.8493404,2744648.5115107,1990.2360114
499346.9320107,2744640.2750984,1991.7373687
499354.0782431,2744632.5564461,1994.0076225
499355.5036872,2744633.2359211,1995.0603601
499351.1986814,2744642.2960044,1994.8847515
499346.9160593,2744651.3666898,1994.7060164
499344.1131515,2744657.3349078,1994.5868247
499342.6558469,2744660.4479219,1994.5241548
499342.4122718,2744660.9689035,1994.5136332
499338.4180703,2744669.5396453,1994.3391666
499336.4874748,2744673.7010804,1994.2535233
499334.2027553,2744678.6418047,1994.1510518
499332.2824408,2744682.8079939,1994.0639785
499330.0099276,2744687.7543445,1993.9598103
499327.2661009,2744693.7499540,1993.8323975
499325.8396128,2744696.8772091,1993.7654420
499322.8148430,2744703.5316346,1993.6218338
499322.2822037,2744704.7067292,1993.5963140
499321.6918362,2744706.0103430,1993.5679470
499321.5730724,2744706.2727378,1993.5622300
499320.3333326,2744709.0147600,1993.5023448
499319.0956242,2744711.7576999,1993.4421782
499317.5666232,2744715.1536905,1993.3673250
499317.3307928,2744715.6782233,1993.3557278
499316.6263046,2744717.2463262,1993.3210008
499314.0479216,2744723.0006825,1993.1928355
499313.4639989,2744724.3071958,1993.1635762
499312.9375782,2744725.4861099,1993.1371239
499309.9646834,2744732.1628520,1992.9864058
499309.3839884,2744733.4708031,1992.9567004
499309.2671715,2744733.7340704,1992.9507141
499306.3091212,2744740.4174024,1992.7979455
499306.0199819,2744741.0724224,1992.7828902
499305.3266164,2744742.6444566,1992.7466976
499302.2689107,2744749.5986270,1992.5855744
499301.9813896,2744750.2543589,1992.5702959
499301.2919078,2744751.8281003,1992.5335676
499298.3660505,2744758.5266053,1992.3762873
499298.2513822,2744758.7897994,1992.3700762
499297.2798872,2744761.0216783,1992.3173105
499294.2565601,2744767.9908636,1992.1514507
499293.2905789,2744770.2251344,1992.0979262
499292.3813644,2744772.3314706,1992.0473107
499291.0770675,2744775.3587994,1991.9742987
499290.0018130,2744777.8596072,1991.9137498
499289.3240073,2744779.4384127,1991.8754146
499287.1231784,2744784.5775274,1991.7500441
499286.0541020,2744787.0809825,1991.6886465
499285.3801967,2744788.6614568,1991.6497757
499284.7617751,2744790.1134404,1991.6139902
499283.5841496,2744792.8827073,1991.5455411
499282.4085757,2744795.6528457,1991.4768105
499282.1291719,2744796.3120772,1991.4604158
499281.4591710,2744797.8942106,1991.4210093
499278.2270465,2744805.5528349,1991.2290577
499277.5609542,2744807.1366178,1991.1891154
499276.5615034,2744809.5165580,1991.1289353
499274.3477497,2744814.8031993,1990.9945720
499274.2370584,2744815.0680906,1990.9878148
499273.6855699,2744816.3886221,1990.9540940
499270.4913050,2744824.0631140,1990.7569586
499270.3812681,2744824.3282778,1990.7501120
499269.8330420,2744825.6501669,1990.7159449
499266.6577361,2744833.3325226,1990.5162176
499266.5483543,2744833.5979572,1990.5092815
499266.0033937,2744834.9211960,1990.4746682
499262.8470663,2744842.6113685,1990.2723489
499262.7383402,2744842.8770724,1990.2653232
499262.1966485,2744844.2016527,1990.2302637
499259.0593188,2744851.8995951,1990.0253523
499258.4128297,2744853.4914805,1989.9827313
499257.0663069,2744856.8133133,1989.8935211
499255.9380963,2744859.6030771,1989.8183161
499255.2945168,2744861.1971459,1989.7752278
499254.8119525,2744862.3936757,1989.7428296
499254.6519602,2744862.7906227,1989.7320711
499254.1695539,2744863.9882209,1989.6995805
499253.0466589,2744866.7801284,1989.6236517
499252.5658678,2744867.9773718,1989.5910121
499251.9258322,2744869.5728669,1989.5474414
499250.9140629,2744872.0990226,1989.4782828
499247.3571910,2744881.0188914,1989.2323920
499247.1991608,2744881.4166236,1989.2213665
499243.6643240,2744890.3452475,1988.9728292
499243.5072763,2744890.7433687,1988.9617360
499242.5630212,2744893.1377140,1988.8948294
499241.4624135,2744895.9285316,1988.8168296
499240.3618057,2744898.7193491,1988.7388299
499239.8384079,2744900.0465320,1988.7017368
499238.1605902,2744904.3009842,1988.5828303
499237.8987209,2744904.9650077,1988.5642717
