1345.0000000,4078.7897559,1977.6475943
1340.5709770,4081.6155688,1977.7921699
1349.0012547,4076.2368685,1977.7669823
1357.4315325,4070.8581682,1977.5009062
1365.8618102,4065.4794679,1977.2439410
1374.2920880,4060.1007676,1976.9960861
1382.7223657,4054.7220673,1976.7573408
1387.0000000,4051.9928437,1976.6408204
1387.0000000,4057.8274034,1973.4337551
1385.2168011,4058.6317075,1973.6655960
1376.5076441,4063.5733079,1974.2500000
1367.7920906,4068.5048826,1974.8514419
1359.1862336,4073.6083898,1975.3260300
1350.5706207,4078.6966061,1975.8218209
1341.7303356,4083.4326834,1976.6051950
1332.4812026,4087.5279552,1977.9044306
1332.1406992,4086.9942691,1978.0764698
1318.6939485,4065.9185747,1978.0764698
1327.1242262,4060.5398744,1977.7921699
1335.5545040,4055.1611741,1977.5169823
1343.9847817,4049.7824738,1977.2509062
1345.0000000,4049.1347425,1977.2199611
1345.0000000,4078.7897559,1977.6475943
